weather_condition,distance_km,delivery_time_hours,time_diff_bin
hot,81.6,2,Mucho antes
stormy,14.8,3,Ligeramente tarde
stormy,71.4,6,Mucho tarde
clear,146.9,2,Mucho antes
rainy,62.6,6,Mucho antes
hot,97.7,3,Mucho antes
hot,296.5,8,Ligeramente tarde
clear,280.8,7,Ligeramente antes
stormy,153.4,11,Mucho tarde
rainy,251.5,11,Mucho tarde
hot,84.8,3,Mucho antes
stormy,224.0,9,Ligeramente tarde
foggy,268.8,10,Mucho antes
cold,250.1,6,Mucho antes
foggy,190.2,11,Mucho antes
rainy,248.5,14,Mucho tarde
stormy,3.6,5,Mucho tarde
cold,116.3,3,Mucho antes
foggy,230.8,9,Mucho antes
rainy,122.6,8,Ligeramente antes
stormy,56.9,6,Mucho antes
rainy,232.5,12,Mucho tarde
rainy,183.5,6,Mucho antes
stormy,157.7,10,Mucho tarde
clear,102.3,3,Mucho antes
cold,30.1,3,Mucho antes
rainy,259.2,10,Ligeramente tarde
hot,61.0,1,Mucho antes
foggy,190.7,6,Ligeramente tarde
rainy,88.8,5,Mucho antes
clear,69.8,1,Mucho antes
rainy,134.6,6,Mucho antes
foggy,220.0,11,Mucho antes
clear,69.9,2,Mucho antes
hot,28.7,3,Ligeramente tarde
hot,146.0,7,Mucho tarde
stormy,164.9,7,Ligeramente tarde
rainy,197.3,10,Mucho antes
stormy,135.8,5,Mucho antes
hot,116.8,3,Mucho antes
hot,46.6,1,Ligeramente antes
foggy,90.8,7,Mucho tarde
clear,75.3,2,Mucho antes
foggy,40.6,3,Mucho antes
rainy,286.5,15,Mucho antes
hot,55.8,1,Mucho antes
foggy,172.1,6,Mucho antes
hot,121.5,5,Mucho antes
rainy,164.8,7,Mucho antes
rainy,175.9,10,Mucho antes
foggy,156.5,5,Mucho antes
hot,99.6,5,Mucho antes
cold,102.9,4,Mucho antes
cold,52.0,3,Ligeramente antes
clear,124.5,6,Mucho antes
stormy,109.2,7,Mucho tarde
rainy,297.1,8,Ligeramente antes
rainy,28.9,4,Ligeramente tarde
cold,173.7,3,Mucho antes
clear,296.9,9,Ligeramente tarde
stormy,278.4,12,Mucho tarde
hot,208.4,8,Ligeramente antes
cold,119.7,5,Mucho antes
foggy,218.4,6,Ligeramente antes
rainy,281.0,11,Mucho antes
foggy,163.1,8,Mucho antes
hot,103.6,2,Mucho antes
stormy,5.0,4,Ligeramente tarde
cold,152.4,5,Ligeramente antes
hot,28.8,2,Mucho antes
cold,96.3,3,Mucho antes
stormy,187.2,8,Mucho antes
clear,84.1,2,Mucho antes
clear,67.9,3,Mucho antes
stormy,177.0,11,Mucho tarde
cold,22.9,2,Mucho antes
foggy,278.6,11,Mucho antes
clear,295.0,8,Mucho antes
stormy,296.8,11,Mucho tarde
stormy,3.6,5,Mucho antes
clear,3.6,0,Mucho antes
stormy,31.8,3,Mucho antes
foggy,275.3,9,Mucho antes
clear,260.9,10,Mucho antes
clear,6.3,0,Mucho antes
stormy,22.4,8,Ligeramente antes
rainy,91.7,9,Ligeramente tarde
rainy,84.5,5,Mucho antes
hot,3.6,1,Mucho antes
rainy,25.3,3,Mucho antes
foggy,203.8,8,Mucho antes
stormy,177.7,6,Ligeramente tarde
cold,106.8,2,Mucho antes
cold,74.2,4,Mucho antes
clear,142.9,5,Ligeramente tarde
rainy,191.9,9,Ligeramente tarde
hot,92.1,3,Mucho antes
hot,40.8,2,Mucho antes
clear,275.3,7,Ligeramente antes
rainy,35.6,5,Mucho antes
clear,251.7,5,Mucho antes
rainy,169.3,9,Mucho tarde
hot,141.4,3,Ligeramente antes
cold,77.4,1,Mucho antes
clear,210.3,7,Mucho antes
cold,147.8,6,Mucho antes
foggy,31.8,1,Mucho antes
hot,246.5,8,Ligeramente tarde
cold,205.8,5,Ligeramente antes
foggy,231.2,7,Mucho antes
clear,69.2,2,Ligeramente antes
rainy,97.1,7,Ligeramente antes
cold,99.2,3,Mucho antes
hot,49.1,3,Mucho antes
rainy,264.8,11,Mucho tarde
cold,110.4,2,Mucho antes
rainy,93.0,4,Mucho antes
clear,143.1,5,Mucho antes
stormy,286.9,18,Mucho tarde
stormy,110.3,8,Mucho antes
clear,279.1,8,Ligeramente tarde
stormy,279.8,13,Mucho tarde
hot,96.8,2,Ligeramente antes
foggy,178.5,9,Mucho antes
cold,193.1,5,Ligeramente antes
foggy,86.5,6,Mucho antes
foggy,297.1,8,Mucho antes
hot,179.4,6,Mucho antes
stormy,214.7,7,Ligeramente antes
cold,207.5,5,Mucho antes
foggy,67.8,3,Mucho antes
clear,178.5,9,Mucho tarde
hot,259.3,5,Mucho antes
cold,228.9,6,Mucho antes
stormy,137.9,5,Mucho antes
stormy,163.3,9,Mucho tarde
stormy,192.8,14,Mucho tarde
foggy,112.1,5,Mucho antes
clear,100.5,4,Mucho antes
cold,135.5,5,Mucho antes
stormy,297.1,16,Ligeramente antes
hot,210.2,6,Mucho antes
stormy,40.9,4,Mucho antes
foggy,38.3,1,Mucho antes
rainy,41.8,5,Mucho antes
rainy,264.6,13,Mucho tarde
foggy,44.4,3,Mucho antes
clear,135.9,3,Mucho antes
rainy,193.4,7,Mucho antes
cold,243.4,6,Mucho antes
rainy,97.5,6,Mucho antes
rainy,70.2,7,Mucho tarde
clear,31.9,0,Mucho antes
cold,25.0,2,Ligeramente antes
rainy,46.3,6,Mucho tarde
hot,205.9,6,Mucho antes
clear,21.8,1,Mucho antes
rainy,195.1,10,Mucho antes
clear,257.8,6,Mucho antes
stormy,155.9,9,Mucho antes
hot,282.4,8,Mucho antes
cold,140.0,4,Mucho antes
clear,141.6,2,Mucho antes
cold,48.4,1,Mucho antes
foggy,190.6,8,Mucho antes
clear,228.4,5,Mucho antes
stormy,61.2,9,Mucho antes
foggy,184.4,7,Mucho antes
hot,125.2,4,Mucho antes
foggy,294.6,14,Mucho tarde
clear,23.3,3,Mucho antes
cold,118.2,3,Mucho antes
cold,124.5,5,Mucho antes
stormy,140.8,5,Ligeramente tarde
clear,91.4,3,Mucho antes
foggy,85.6,5,Mucho antes
stormy,106.4,8,Mucho tarde
hot,49.2,2,Mucho antes
hot,39.9,2,Mucho antes
cold,267.8,11,Mucho tarde
foggy,152.0,8,Mucho antes
hot,234.7,6,Ligeramente antes
cold,103.4,3,Mucho antes
rainy,278.9,9,Mucho antes
hot,243.8,7,Mucho antes
cold,288.5,10,Mucho antes
foggy,231.3,9,Ligeramente tarde
clear,215.2,11,Mucho tarde
clear,178.3,7,Mucho antes
rainy,239.0,11,Mucho antes
hot,95.2,4,Mucho antes
stormy,21.3,4,Mucho antes
cold,108.4,3,Mucho antes
stormy,232.2,10,Mucho antes
stormy,32.7,6,Mucho tarde
clear,267.6,6,Mucho antes
rainy,161.5,7,Mucho antes
foggy,240.1,8,Ligeramente antes
stormy,153.1,9,Mucho antes
hot,252.6,9,Ligeramente tarde
clear,297.1,10,Ligeramente tarde
stormy,242.7,16,Mucho antes
foggy,263.3,12,Mucho antes
cold,247.0,9,Mucho antes
cold,135.6,6,Ligeramente tarde
clear,106.8,2,Mucho antes
rainy,170.0,10,Mucho antes
hot,62.4,1,Mucho antes
hot,132.8,2,Mucho antes
clear,40.6,3,Mucho antes
clear,90.7,3,Mucho antes
rainy,211.7,9,Mucho tarde
hot,23.4,3,Ligeramente tarde
rainy,276.3,9,Ligeramente tarde
foggy,15.8,5,Mucho antes
cold,76.8,2,Mucho antes
foggy,287.5,9,Mucho antes
stormy,261.5,12,Mucho tarde
stormy,29.9,7,Mucho antes
stormy,261.8,16,Mucho tarde
hot,254.3,6,Ligeramente antes
cold,144.8,3,Ligeramente antes
cold,260.9,7,Mucho antes
stormy,146.0,11,Mucho antes
foggy,44.8,4,Mucho antes
cold,68.3,3,Ligeramente antes
stormy,100.4,10,Ligeramente tarde
hot,102.8,4,Mucho antes
rainy,222.2,8,Mucho antes
cold,65.2,4,Mucho antes
foggy,224.5,6,Ligeramente antes
rainy,166.2,12,Mucho antes
stormy,179.0,10,Mucho antes
rainy,213.6,6,Mucho antes
rainy,236.9,12,Mucho antes
foggy,116.0,5,Mucho antes
rainy,205.2,7,Mucho antes
clear,14.4,2,Mucho antes
clear,231.4,10,Mucho tarde
cold,229.0,4,Mucho antes
stormy,291.5,8,Mucho antes
rainy,54.8,4,Ligeramente tarde
cold,40.4,2,Mucho antes
clear,276.6,8,Ligeramente antes
cold,100.7,4,Mucho antes
hot,182.3,5,Mucho antes
cold,286.3,9,Mucho antes
foggy,203.0,5,Mucho antes
hot,80.2,3,Mucho antes
rainy,38.5,5,Mucho antes
foggy,103.6,6,Mucho antes
cold,200.4,10,Mucho antes
hot,285.0,8,Ligeramente antes
stormy,20.1,6,Mucho antes
rainy,130.6,4,Ligeramente antes
foggy,241.3,15,Mucho tarde
stormy,262.3,15,Mucho antes
stormy,257.1,8,Ligeramente tarde
cold,233.5,8,Ligeramente antes
clear,56.2,2,Ligeramente antes
stormy,105.9,8,Mucho antes
foggy,176.8,11,Mucho tarde
stormy,41.2,7,Ligeramente antes
rainy,118.1,6,Mucho antes
stormy,64.2,8,Ligeramente antes
clear,89.7,3,Ligeramente antes
hot,238.5,8,Ligeramente antes
foggy,205.8,10,Mucho antes
clear,3.6,1,Mucho antes
stormy,280.6,8,Ligeramente tarde
foggy,158.2,7,Ligeramente tarde
cold,196.7,4,Mucho antes
cold,186.4,7,Ligeramente tarde
stormy,22.3,4,Ligeramente tarde
cold,266.7,8,Mucho antes
clear,205.5,6,Mucho antes
stormy,78.0,8,Mucho tarde
hot,26.6,1,Ligeramente antes
rainy,297.1,13,Mucho antes
foggy,280.8,13,Mucho tarde
cold,217.1,5,Mucho antes
cold,160.9,7,Ligeramente antes
cold,178.0,8,Mucho tarde
hot,148.3,6,Mucho antes
rainy,258.5,14,Mucho tarde
clear,222.3,7,Ligeramente antes
hot,21.8,2,Mucho antes
clear,98.9,4,Ligeramente tarde
cold,217.7,7,Mucho antes
rainy,295.8,13,Mucho tarde
foggy,227.8,11,Mucho antes
cold,149.4,4,Mucho antes
clear,230.9,9,Mucho antes
stormy,217.7,10,Ligeramente tarde
cold,213.9,6,Mucho antes
clear,284.1,12,Mucho tarde
hot,185.5,8,Ligeramente antes
hot,155.7,3,Mucho antes
hot,223.2,8,Ligeramente antes
rainy,266.0,11,Mucho tarde
stormy,187.9,10,Ligeramente tarde
stormy,6.8,6,Mucho tarde
foggy,22.7,5,Mucho tarde
foggy,249.7,9,Ligeramente tarde
cold,152.0,5,Mucho antes
clear,296.6,7,Ligeramente antes
stormy,66.0,7,Mucho antes
stormy,212.5,12,Mucho tarde
stormy,126.0,10,Mucho antes
cold,6.9,2,Ligeramente antes
stormy,110.6,9,Ligeramente tarde
hot,59.0,1,Mucho antes
hot,163.4,4,Mucho antes
hot,260.6,4,Mucho antes
stormy,297.1,13,Mucho tarde
clear,165.6,7,Ligeramente antes
clear,278.9,6,Mucho antes
stormy,261.7,7,Mucho antes
rainy,59.8,4,Mucho antes
rainy,9.1,7,Ligeramente antes
stormy,258.0,15,Ligeramente antes
foggy,172.5,5,Mucho antes
clear,233.3,7,Mucho antes
foggy,193.9,10,Mucho antes
cold,68.8,4,Mucho antes
clear,136.1,7,Mucho antes
hot,106.1,4,Mucho antes
hot,208.7,4,Mucho antes
hot,17.8,1,Ligeramente antes
clear,134.7,3,Ligeramente antes
foggy,74.1,7,Mucho tarde
cold,212.5,7,Mucho antes
rainy,139.9,8,Mucho tarde
foggy,210.5,8,Mucho antes
cold,238.3,5,Mucho antes
stormy,230.8,13,Mucho tarde
foggy,277.2,9,Ligeramente tarde
clear,30.5,0,Mucho antes
stormy,25.7,6,Mucho antes
foggy,70.6,5,Mucho antes
rainy,136.9,9,Mucho tarde
rainy,150.3,10,Mucho antes
cold,268.9,8,Ligeramente tarde
stormy,296.3,8,Mucho antes
hot,102.2,4,Mucho antes
clear,285.1,5,Mucho antes
cold,77.1,2,Mucho antes
rainy,56.1,4,Ligeramente tarde
cold,207.7,5,Mucho antes
cold,114.2,3,Mucho antes
rainy,239.8,14,Mucho antes
rainy,271.9,9,Ligeramente tarde
hot,171.6,5,Ligeramente antes
stormy,261.7,8,Mucho antes
foggy,95.4,5,Mucho antes
foggy,20.7,4,Mucho antes
stormy,164.9,7,Ligeramente tarde
stormy,289.4,18,Mucho antes
foggy,185.9,8,Mucho tarde
stormy,218.6,9,Mucho antes
clear,273.5,10,Mucho tarde
foggy,233.7,8,Mucho antes
hot,181.1,4,Mucho antes
hot,243.9,11,Mucho tarde
foggy,100.9,3,Mucho antes
hot,175.1,6,Mucho antes
clear,265.7,7,Ligeramente antes
stormy,126.4,8,Mucho antes
stormy,247.0,13,Mucho tarde
stormy,219.3,9,Mucho tarde
clear,100.1,3,Mucho antes
cold,194.8,6,Ligeramente tarde
cold,132.9,4,Mucho antes
cold,105.7,3,Mucho antes
clear,209.4,6,Mucho antes
clear,47.5,1,Ligeramente antes
foggy,197.9,9,Ligeramente tarde
cold,47.0,1,Mucho antes
foggy,147.2,5,Ligeramente tarde
rainy,228.3,9,Mucho antes
cold,199.7,6,Mucho antes
clear,114.7,5,Mucho antes
hot,135.6,5,Ligeramente tarde
stormy,74.4,8,Mucho tarde
rainy,124.9,8,Ligeramente antes
hot,271.5,7,Mucho antes
foggy,253.0,12,Mucho antes
hot,30.2,1,Ligeramente antes
stormy,55.7,7,Ligeramente antes
clear,12.0,0,Mucho antes
cold,125.3,5,Mucho antes
hot,248.7,6,Mucho antes
foggy,174.0,6,Mucho antes
stormy,71.5,9,Ligeramente tarde
cold,118.8,3,Ligeramente antes
foggy,29.0,3,Mucho antes
hot,115.8,3,Mucho antes
hot,113.0,2,Mucho antes
hot,81.0,3,Mucho antes
foggy,63.9,6,Mucho antes
rainy,65.5,3,Mucho antes
rainy,44.0,8,Mucho tarde
clear,42.1,2,Ligeramente antes
foggy,293.7,8,Mucho antes
foggy,196.2,8,Ligeramente antes
foggy,192.7,5,Mucho antes
stormy,118.7,7,Mucho antes
rainy,51.0,5,Ligeramente tarde
foggy,146.9,5,Mucho antes
hot,113.2,3,Ligeramente antes
foggy,73.6,7,Mucho antes
clear,228.2,6,Mucho antes
rainy,70.8,5,Mucho antes
foggy,216.1,10,Ligeramente tarde
cold,38.8,3,Ligeramente tarde
clear,150.0,5,Mucho antes
rainy,203.8,14,Mucho tarde
rainy,206.8,10,Ligeramente tarde
clear,294.0,6,Mucho antes
cold,136.3,4,Mucho antes
clear,114.0,4,Ligeramente antes
stormy,223.6,13,Mucho antes
foggy,20.2,3,Ligeramente tarde
cold,148.0,6,Mucho antes
stormy,261.4,13,Mucho antes
cold,80.2,3,Mucho antes
hot,151.2,5,Mucho antes
hot,49.5,3,Mucho antes
stormy,283.5,10,Ligeramente tarde
clear,254.8,8,Ligeramente tarde
stormy,230.1,9,Mucho antes
foggy,44.9,4,Mucho antes
clear,151.6,5,Mucho antes
foggy,65.0,6,Mucho antes
foggy,275.5,9,Mucho antes
cold,279.0,6,Mucho antes
hot,219.3,7,Mucho antes
hot,197.8,3,Mucho antes
rainy,73.9,5,Ligeramente tarde
foggy,22.9,3,Mucho antes
rainy,251.6,11,Mucho tarde
stormy,72.2,4,Mucho antes
rainy,80.9,5,Ligeramente tarde
rainy,77.8,5,Mucho antes
foggy,105.1,5,Mucho antes
cold,98.0,2,Mucho antes
clear,77.6,4,Mucho antes
cold,39.3,2,Mucho antes
cold,233.1,5,Mucho antes
rainy,283.0,8,Mucho antes
rainy,46.3,4,Ligeramente tarde
rainy,173.3,12,Mucho tarde
cold,132.5,5,Mucho antes
clear,135.2,6,Mucho antes
clear,226.9,6,Ligeramente antes
clear,226.5,7,Mucho antes
rainy,19.8,5,Mucho antes
hot,267.7,6,Mucho antes
stormy,5.1,4,Mucho antes
foggy,132.1,4,Mucho antes
clear,29.0,0,Mucho antes
hot,200.2,8,Mucho antes
cold,125.4,5,Mucho antes
foggy,42.8,6,Mucho antes
stormy,102.1,5,Mucho antes
rainy,78.6,4,Ligeramente tarde
hot,196.5,5,Mucho antes
stormy,201.2,11,Mucho antes
rainy,165.3,7,Ligeramente tarde
rainy,233.9,6,Mucho antes
rainy,7.7,5,Mucho antes
cold,197.1,5,Ligeramente antes
cold,196.3,6,Mucho antes
foggy,139.2,6,Mucho antes
rainy,251.6,9,Mucho antes
rainy,23.1,5,Mucho antes
foggy,228.5,11,Mucho antes
clear,94.9,3,Ligeramente antes
hot,10.4,1,Mucho antes
clear,8.0,2,Ligeramente antes
rainy,74.2,7,Mucho antes
foggy,176.4,6,Mucho antes
stormy,185.3,10,Mucho antes
foggy,35.1,4,Mucho antes
cold,87.7,4,Ligeramente tarde
foggy,31.8,3,Mucho antes
stormy,251.1,12,Mucho antes
foggy,256.1,8,Mucho antes
rainy,62.0,8,Ligeramente antes
stormy,269.7,9,Ligeramente tarde
cold,25.6,2,Mucho antes
rainy,161.9,5,Mucho antes
cold,215.5,5,Ligeramente antes
hot,120.7,7,Mucho tarde
stormy,29.5,6,Mucho antes
hot,229.6,5,Ligeramente antes
hot,236.4,7,Ligeramente tarde
foggy,98.9,7,Mucho antes
hot,7.6,1,Mucho antes
foggy,276.2,6,Mucho antes
foggy,25.3,4,Mucho antes
cold,79.2,4,Mucho antes
rainy,131.2,9,Ligeramente tarde
clear,134.3,5,Mucho antes
clear,157.1,7,Mucho antes
foggy,64.0,2,Ligeramente antes
clear,117.1,3,Mucho antes
cold,279.7,11,Mucho tarde
clear,265.9,9,Mucho antes
hot,28.2,3,Ligeramente tarde
rainy,234.6,10,Mucho antes
hot,165.7,5,Mucho antes
clear,11.0,2,Mucho antes
cold,236.7,6,Ligeramente antes
clear,47.4,3,Mucho antes
foggy,73.8,6,Mucho tarde
stormy,23.6,3,Ligeramente tarde
stormy,230.0,10,Mucho tarde
foggy,212.2,7,Mucho antes
clear,250.9,6,Mucho antes
cold,152.5,5,Mucho antes
cold,129.9,5,Mucho antes
hot,165.8,6,Mucho antes
rainy,3.6,6,Mucho antes
cold,233.5,9,Mucho antes
rainy,248.7,9,Mucho antes
clear,18.7,0,Mucho antes
hot,273.1,6,Mucho antes
rainy,124.0,6,Ligeramente tarde
hot,71.7,5,Mucho antes
hot,12.6,2,Mucho antes
clear,294.3,10,Mucho antes
stormy,199.6,7,Mucho antes
foggy,185.3,4,Mucho antes
foggy,44.9,2,Mucho antes
foggy,241.0,8,Ligeramente antes
cold,177.3,7,Mucho antes
clear,107.4,3,Mucho antes
stormy,188.1,11,Mucho tarde
hot,42.6,1,Mucho antes
cold,128.0,4,Mucho antes
stormy,48.0,7,Mucho antes
stormy,35.3,6,Mucho antes
rainy,297.1,11,Mucho antes
stormy,86.4,7,Mucho tarde
cold,4.4,2,Mucho antes
rainy,66.4,6,Mucho antes
foggy,110.5,6,Mucho antes
clear,4.9,0,Mucho antes
rainy,188.8,7,Ligeramente antes
clear,157.1,6,Mucho antes
cold,102.9,3,Ligeramente antes
rainy,266.6,12,Mucho antes
cold,73.7,5,Mucho antes
cold,28.3,1,Ligeramente antes
rainy,32.0,3,Ligeramente tarde
foggy,237.8,8,Ligeramente antes
foggy,102.9,6,Mucho antes
cold,270.8,7,Ligeramente antes
cold,25.2,1,Mucho antes
cold,162.5,4,Mucho antes
foggy,88.0,6,Mucho antes
foggy,282.4,10,Mucho tarde
clear,143.6,2,Mucho antes
foggy,82.4,4,Mucho antes
rainy,10.6,4,Ligeramente tarde
cold,147.2,6,Mucho antes
foggy,47.3,3,Mucho antes
stormy,23.4,5,Mucho antes
rainy,46.0,6,Mucho antes
hot,157.3,4,Mucho antes
hot,74.7,2,Mucho antes
hot,127.4,3,Mucho antes
cold,157.5,5,Mucho antes
foggy,15.7,5,Mucho antes
cold,167.4,6,Mucho antes
stormy,135.4,9,Mucho tarde
clear,167.2,5,Ligeramente antes
clear,210.1,5,Mucho antes
hot,213.4,6,Ligeramente antes
stormy,209.1,12,Mucho tarde
cold,23.6,2,Mucho antes
clear,271.5,9,Ligeramente tarde
hot,243.3,6,Ligeramente antes
stormy,263.8,13,Mucho antes
clear,52.3,3,Mucho antes
hot,176.4,6,Ligeramente tarde
clear,279.9,9,Ligeramente tarde
clear,279.9,9,Ligeramente tarde
cold,112.1,4,Ligeramente antes
foggy,256.0,10,Mucho tarde
hot,139.3,6,Mucho antes
stormy,25.6,5,Mucho tarde
foggy,292.0,9,Ligeramente tarde
rainy,93.3,5,Mucho antes
clear,87.2,1,Mucho antes
clear,270.1,6,Mucho antes
clear,223.4,7,Ligeramente tarde
clear,109.7,2,Mucho antes
cold,239.7,7,Ligeramente tarde
rainy,7.0,5,Mucho tarde
cold,174.8,6,Ligeramente tarde
rainy,81.9,8,Mucho antes
stormy,166.7,7,Mucho antes
foggy,99.6,4,Mucho antes
hot,216.4,7,Mucho antes
cold,191.0,4,Mucho antes
clear,216.0,9,Ligeramente tarde
foggy,213.1,8,Ligeramente antes
cold,224.6,10,Ligeramente tarde
clear,295.2,8,Ligeramente tarde
hot,133.5,6,Ligeramente tarde
rainy,227.1,11,Mucho antes
hot,67.2,2,Mucho antes
rainy,288.6,7,Ligeramente antes
stormy,255.4,12,Mucho tarde
stormy,29.9,6,Mucho antes
rainy,240.4,11,Mucho antes
stormy,175.7,10,Mucho antes
clear,121.1,6,Mucho antes
clear,34.1,2,Mucho antes
hot,187.5,7,Ligeramente antes
stormy,157.4,8,Mucho antes
stormy,250.8,11,Mucho tarde
rainy,119.6,6,Ligeramente tarde
clear,156.7,5,Mucho antes
hot,129.9,3,Mucho antes
rainy,24.8,7,Mucho antes
foggy,139.1,6,Mucho antes
cold,287.3,10,Mucho tarde
cold,5.9,1,Mucho antes
foggy,220.7,9,Mucho antes
foggy,127.6,9,Mucho antes
cold,54.2,1,Mucho antes
foggy,204.9,6,Mucho antes
stormy,111.3,10,Mucho antes
clear,297.1,10,Ligeramente tarde
cold,155.7,5,Mucho antes
rainy,124.6,10,Mucho antes
rainy,288.9,12,Mucho tarde
hot,86.3,5,Mucho antes
cold,291.1,6,Mucho antes
stormy,232.6,12,Mucho antes
cold,164.5,4,Ligeramente antes
stormy,112.0,9,Ligeramente tarde
foggy,21.5,4,Mucho antes
clear,282.8,9,Ligeramente tarde
foggy,191.6,5,Ligeramente antes
clear,158.0,3,Mucho antes
rainy,196.4,12,Mucho tarde
foggy,266.4,11,Mucho tarde
cold,90.1,3,Mucho antes
cold,156.0,4,Mucho antes
stormy,245.6,14,Mucho tarde
foggy,265.5,9,Ligeramente tarde
foggy,213.7,8,Ligeramente tarde
cold,176.8,4,Mucho antes
foggy,117.3,7,Mucho antes
cold,73.9,2,Mucho antes
foggy,193.5,10,Mucho tarde
clear,214.5,4,Mucho antes
foggy,145.4,8,Ligeramente antes
cold,283.9,7,Ligeramente antes
foggy,48.0,5,Mucho antes
hot,155.9,5,Mucho antes
cold,202.3,6,Mucho antes
clear,282.8,8,Mucho antes
cold,79.5,4,Mucho antes
hot,74.1,3,Mucho antes
stormy,145.7,7,Mucho antes
foggy,211.2,8,Ligeramente tarde
hot,94.9,4,Mucho antes
clear,153.1,3,Mucho antes
cold,39.2,3,Ligeramente tarde
rainy,279.3,12,Mucho antes
clear,59.8,3,Mucho antes
hot,76.7,3,Mucho antes
clear,127.8,6,Ligeramente tarde
rainy,42.4,3,Ligeramente tarde
rainy,286.7,16,Mucho tarde
cold,196.8,3,Mucho antes
rainy,198.4,10,Mucho tarde
hot,61.1,2,Mucho antes
stormy,102.7,6,Mucho antes
stormy,58.7,7,Mucho tarde
hot,24.7,2,Mucho antes
stormy,129.3,9,Mucho tarde
rainy,138.2,7,Mucho antes
cold,202.9,6,Mucho antes
clear,133.3,5,Mucho antes
rainy,296.8,7,Ligeramente antes
rainy,146.7,4,Mucho antes
hot,135.3,3,Ligeramente antes
foggy,80.7,7,Mucho antes
foggy,184.7,6,Mucho antes
clear,243.8,6,Ligeramente antes
cold,290.0,9,Ligeramente tarde
foggy,43.8,5,Mucho antes
clear,9.1,2,Mucho antes
rainy,293.4,7,Mucho antes
hot,125.6,4,Mucho antes
clear,202.4,6,Mucho antes
hot,285.0,9,Ligeramente tarde
foggy,8.3,3,Mucho antes
stormy,52.4,8,Mucho antes
hot,238.1,8,Mucho antes
rainy,204.9,10,Mucho antes
stormy,134.6,7,Mucho antes
clear,287.8,11,Mucho antes
stormy,198.2,11,Mucho tarde
hot,9.7,1,Mucho antes
clear,31.4,1,Mucho antes
clear,265.5,9,Ligeramente tarde
clear,287.6,6,Mucho antes
cold,74.3,4,Mucho antes
cold,68.1,1,Mucho antes
stormy,14.0,7,Mucho antes
stormy,35.6,8,Mucho tarde
foggy,73.4,6,Mucho tarde
stormy,273.2,14,Mucho tarde
rainy,41.3,2,Mucho antes
foggy,23.9,3,Mucho antes
clear,293.8,10,Mucho antes
stormy,33.6,7,Ligeramente antes
cold,52.1,2,Ligeramente antes
hot,158.7,6,Mucho antes
stormy,82.1,7,Mucho tarde
rainy,125.3,7,Mucho antes
hot,125.6,5,Mucho antes
cold,172.8,8,Mucho antes
cold,6.8,1,Mucho antes
cold,243.5,7,Ligeramente tarde
rainy,107.4,8,Ligeramente antes
rainy,297.1,12,Mucho tarde
clear,256.8,6,Mucho antes
cold,6.3,1,Ligeramente antes
foggy,252.0,6,Mucho antes
stormy,61.2,8,Mucho antes
foggy,3.6,4,Mucho antes
hot,14.5,3,Ligeramente tarde
clear,258.0,9,Ligeramente tarde
rainy,106.2,9,Mucho antes
foggy,99.6,6,Mucho tarde
clear,241.2,10,Ligeramente tarde
stormy,297.1,10,Mucho antes
hot,269.8,8,Ligeramente antes
clear,288.9,13,Mucho antes
hot,27.4,2,Mucho antes
hot,123.1,4,Ligeramente antes
clear,73.9,4,Mucho antes
foggy,185.8,5,Mucho antes
hot,290.6,11,Mucho tarde
stormy,289.9,11,Mucho tarde
clear,199.7,5,Ligeramente antes
stormy,232.8,15,Mucho tarde
rainy,262.1,10,Ligeramente tarde
foggy,132.9,7,Mucho antes
clear,166.3,4,Mucho antes
hot,262.7,12,Mucho tarde
rainy,118.2,6,Mucho antes
stormy,113.2,10,Mucho antes
foggy,250.2,8,Mucho antes
clear,262.0,10,Ligeramente tarde
clear,228.4,4,Mucho antes
clear,140.8,6,Mucho antes
clear,124.2,2,Mucho antes
clear,36.3,3,Mucho antes
clear,97.4,3,Mucho antes
cold,70.4,3,Ligeramente antes
cold,56.6,4,Mucho antes
foggy,225.4,10,Ligeramente tarde
clear,198.4,6,Mucho antes
stormy,21.5,6,Mucho antes
hot,49.8,4,Mucho antes
stormy,108.4,9,Mucho antes
foggy,132.3,7,Mucho antes
foggy,255.2,7,Ligeramente antes
clear,12.7,2,Mucho antes
foggy,67.9,3,Mucho antes
clear,265.8,9,Mucho antes
foggy,111.6,5,Mucho antes
clear,67.8,4,Mucho antes
rainy,175.3,7,Mucho antes
rainy,288.4,12,Mucho antes
rainy,280.3,9,Ligeramente tarde
clear,158.2,8,Mucho tarde
stormy,32.0,6,Mucho tarde
rainy,44.8,4,Mucho antes
hot,94.8,4,Ligeramente tarde
stormy,258.5,13,Mucho tarde
rainy,240.0,11,Mucho tarde
rainy,292.9,11,Mucho antes
clear,152.4,5,Mucho antes
cold,174.5,7,Ligeramente tarde
hot,95.5,4,Mucho antes
stormy,153.9,10,Mucho antes
clear,217.4,7,Ligeramente antes
stormy,12.9,6,Mucho antes
stormy,266.3,10,Mucho tarde
cold,184.3,6,Mucho antes
foggy,94.6,3,Mucho antes
clear,97.5,4,Mucho antes
hot,297.1,8,Ligeramente antes
foggy,90.2,4,Mucho antes
hot,168.1,4,Mucho antes
cold,108.5,4,Mucho antes
cold,166.6,7,Ligeramente antes
stormy,127.6,9,Mucho antes
rainy,146.9,10,Ligeramente tarde
stormy,24.8,6,Mucho antes
